Date,Adj Close
2018-04-30,39.56692123413086
2018-05-01,40.486297607421875
2018-05-02,42.2747917175293
2018-05-03,42.35139846801758
2018-05-04,44.01298141479492
2018-05-07,44.3314208984375
2018-05-08,44.54450988769531
2018-05-09,44.85814666748047
2018-05-10,45.49980163574219
2018-05-11,45.326751708984375
2018-05-14,45.221004486083984
2018-05-15,44.81000900268555
2018-05-16,45.22820281982422
2018-05-17,44.94219970703125
2018-05-18,44.77876663208008
2018-05-21,45.09601974487305
2018-05-22,44.983055114746094
2018-05-23,45.27146911621094
2018-05-24,45.221004486083984
2018-05-25,45.324344635009766
2018-05-29,45.16090393066406
2018-05-30,45.064781188964844
2018-05-31,44.913360595703125
2018-06-01,45.72332000732422
2018-06-04,46.105472564697266
2018-06-05,46.461177825927734
2018-06-06,46.62220764160156
2018-06-07,46.49723815917969
2018-06-08,46.0742301940918
2018-06-11,45.96125793457031
2018-06-12,46.21363067626953
2018-06-13,45.8338737487793
2018-06-14,45.85791778564453
2018-06-15,45.3868408203125
2018-06-18,45.3628044128418
2018-06-19,44.62974548339844
2018-06-20,44.824440002441406
2018-06-21,44.574466705322266
2018-06-22,44.44468307495117
2018-06-25,43.78373336791992
2018-06-26,44.32691192626953
2018-06-27,44.262020111083984
2018-06-28,44.58409118652344
2018-06-29,44.49033737182617
2018-07-02,44.98786544799805
2018-07-03,44.204345703125
2018-07-05,44.5600471496582
2018-07-06,45.177738189697266
2018-07-09,45.8050422668457
2018-07-10,45.74976348876953
2018-07-11,45.156105041503906
2018-07-12,45.91319274902344
2018-07-13,45.98530197143555
2018-07-16,45.88434600830078
2018-07-17,46.014137268066406
2018-07-18,45.76177215576172
2018-07-19,46.11749267578125
2018-07-20,46.0117301940918
2018-07-23,46.05259323120117
2018-07-24,46.386680603027344
2018-07-25,46.82410430908203
2018-07-26,46.67749786376953
2018-07-27,45.90117645263672
2018-07-30,45.64400100708008
2018-07-31,45.735328674316406
2018-08-01,48.42961502075195
2018-08-02,49.84524917602539
2018-08-03,49.98945999145508
2018-08-06,50.249019622802734
2018-08-07,49.777957916259766
2018-08-08,49.81159973144531
2018-08-09,50.20336151123047
2018-08-10,50.0538215637207
2018-08-13,50.37702560424805
2018-08-14,50.58926773071289
2018-08-15,50.70744705200195
2018-08-16,51.450313568115234
2018-08-17,52.4777717590332
2018-08-20,51.966453552246094
2018-08-21,51.865142822265625
2018-08-22,51.8675651550293
2018-08-23,51.97368621826172
2018-08-24,52.135276794433594
2018-08-27,52.564598083496094
2018-08-28,52.98908996582031
2018-08-29,53.780181884765625
2018-08-30,54.27462387084961
2018-08-31,54.90170669555664
2018-09-04,55.07777786254883
2018-09-05,54.71841049194336
2018-09-06,53.80913162231445
2018-09-07,53.37499237060547
2018-09-10,52.658660888671875
