Date,Adj Close
2002-12-31,0.2187930792570114
2003-01-02,0.22596925497055054
2003-01-03,0.2274954617023468
2003-01-06,0.2274954617023468
2003-01-07,0.2267327755689621
2003-01-08,0.22215163707733154
2003-01-09,0.22413694858551025
2003-01-10,0.2247474640607834
2003-01-13,0.2233734428882599
2003-01-14,0.2230682075023651
2003-01-15,0.22032015025615692
2003-01-16,0.22322037816047668
2003-01-17,0.21528150141239166
2003-01-21,0.21405969560146332
2003-01-22,0.21192216873168945
2003-01-23,0.21635030210018158
2003-01-24,0.21070122718811035
2003-01-27,0.2157389521598816
2003-01-28,0.22260984778404236
2003-01-29,0.22795370221138
2003-01-30,0.21864013373851776
2003-01-31,0.21925139427185059
2003-02-03,0.22383177280426025
2003-02-04,0.2229151576757431
2003-02-05,0.22062546014785767
2003-02-06,0.22032015025615692
2003-02-07,0.2160450518131256
2003-02-10,0.21909835934638977
2003-02-11,0.21909835934638977
2003-02-12,0.2197088599205017
2003-02-13,0.22199943661689758
2003-02-14,0.22398394346237183
2003-02-18,0.23314540088176727
2003-02-19,0.2267327755689621
2003-02-20,0.22551099956035614
2003-02-21,0.22902250289916992
2003-02-24,0.22505268454551697
2003-02-25,0.22932779788970947
2003-02-26,0.22138898074626923
2003-02-27,0.22688497602939606
2003-02-28,0.2291755974292755
2003-03-03,0.22367867827415466
2003-03-04,0.22230467200279236
2003-03-05,0.22322037816047668
2003-03-06,0.22230467200279236
2003-03-07,0.22184635698795319
2003-03-10,0.21940356492996216
2003-03-11,0.21726608276367188
2003-03-12,0.21711385250091553
2003-03-13,0.2247474640607834
2003-03-14,0.22566404938697815
2003-03-17,0.2291755974292755
2003-03-18,0.22902250289916992
2003-03-19,0.22825902700424194
2003-03-20,0.2276485115289688
2003-03-21,0.22902250289916992
2003-03-24,0.21940356492996216
2003-03-25,0.22215163707733154
2003-03-26,0.2200140804052353
2003-03-27,0.22123587131500244
2003-03-28,0.22245770692825317
2003-03-31,0.21589204668998718
2003-04-01,0.21619726717472076
2003-04-02,0.2229151576757431
2003-04-03,0.22077758610248566
2003-04-04,0.2200140804052353
2003-04-07,0.22123587131500244
2003-04-08,0.22062546014785767
2003-04-09,0.21665553748607635
2003-04-10,0.21940356492996216
2003-04-11,0.20153971016407013
2003-04-14,0.20734187960624695
2003-04-15,0.20444077253341675
2003-04-16,0.20215104520320892
2003-04-17,0.20031872391700745
2003-04-21,0.200624018907547
2003-04-22,0.20627303421497345
2003-04-23,0.20734187960624695
2003-04-24,0.2052043229341507
2003-04-25,0.203830286860466
2003-04-28,0.21161697804927826
2003-04-29,0.21467019617557526
2003-04-30,0.21711385250091553
2003-05-01,0.21925139427185059
2003-05-02,0.22062546014785767
2003-05-05,0.2456645667552948
2003-05-06,0.26719313859939575
2003-05-07,0.269483745098114
2003-05-08,0.27482759952545166
2003-05-09,0.27940791845321655
2003-05-12,0.2833777368068695
2003-05-13,0.28505706787109375
2003-05-14,0.2832246720790863
2003-05-15,0.2859727442264557
2003-05-16,0.28704148530960083
2003-05-19,0.2763538062572479
2003-05-20,0.2716212272644043
2003-05-21,0.272536963224411
2003-05-22,0.27849137783050537
2003-05-23,0.27971315383911133
2003-05-27,0.28826332092285156
2003-05-28,0.27910280227661133
2003-05-29,0.2763538062572479
2003-05-30,0.27406394481658936
2003-06-02,0.2664295434951782
2003-06-03,0.26429203152656555
2003-06-04,0.2687200903892517
2003-06-05,0.26933059096336365
2003-06-06,0.26184916496276855
2003-06-09,0.25635242462158203
2003-06-10,0.2623075544834137
2003-06-11,0.2664295434951782
2003-06-12,0.27131518721580505
2003-06-13,0.26597127318382263
2003-06-16,0.2789495289325714
2003-06-17,0.277727872133255
2003-06-18,0.29192790389060974
2003-06-19,0.29223307967185974
2003-06-20,0.29314887523651123
2003-06-23,0.29101136326789856
2003-06-24,0.28673630952835083
2003-06-25,0.29146963357925415
2003-06-26,0.2945229411125183
2003-06-27,0.2859727442264557
2003-06-30,0.29101136326789856
2003-07-01,0.29146963357925415
2003-07-02,0.294217586517334
2003-07-03,0.29208019375801086
2003-07-07,0.30337825417518616
2003-07-08,0.3114711344242096
2003-07-09,0.30368438363075256
2003-07-10,0.29895099997520447
2003-07-11,0.30307307839393616
2003-07-14,0.30383655428886414
2003-07-15,0.2994092106819153
2003-07-16,0.30337825417518616
2003-07-17,0.31910473108291626
2003-07-18,0.3184942305088043
2003-07-21,0.31467732787132263
2003-07-22,0.3175784945487976
2003-07-23,0.3174254298210144
2003-07-24,0.31315022706985474
2003-07-25,0.3288765549659729
